Sr. No.,Date,Exhibition Id,Visitor Id,Products,Payment Mode,Amount
754,23/Dec/2019,KOL12019,KOL1972142,Garments,Cash,480
755,23/Dec/2019,KOL12019,KOL1958278,Garments,Cash,4300
756,23/Dec/2019,KOL12019,KOL1936787,Garments,Credit Card,16500
757,23/Dec/2019,KOL12019,KOL1956168,Garments,Cash,2700
758,23/Dec/2019,KOL12019,KOL1924572,Garments,Credit Card,2500
759,23/Dec/2019,KOL12019,KOL1918663,Garments,Cash,7500
760,23/Dec/2019,KOL12019,KOL1936637,Garments,Credit Card,5000
761,23/Dec/2019,KOL12019,KOL1978657,Garments,Cash,700
762,23/Dec/2019,KOL12019,KOL1912821,Garments,Credit Card,2000
763,23/Dec/2019,KOL12019,KOL1943651,Garments,Cash,6000
764,23/Dec/2019,KOL12019,KOL1971737,Garments,Cash,2000
765,23/Dec/2019,KOL12019,KOL1912274,Garments,Cash,1000
766,23/Dec/2019,KOL12019,KOL1948383,Garments,Cash,6000
767,23/Dec/2019,KOL12019,KOL1925742,Garments,Cash,2000
768,23/Dec/2019,KOL12019,KOL1976156,Garments,Cash,300
769,23/Dec/2019,KOL12019,KOL1914312,Garments,Cash,5600
770,23/Dec/2019,KOL12019,KOL1947528,Garments,Cash,2900
771,23/Dec/2019,KOL12019,KOL1938622,Garments,Cash,3000
772,23/Dec/2019,KOL12019,KOL1982858,Garments,Cash,2000
773,23/Dec/2019,KOL12019,KOL1954736,Garments,Cash,3800
774,23/Dec/2019,KOL12019,KOL1914486,Garments,Credit Card,2000
775,23/Dec/2019,KOL12019,KOL1981848,Garments,Cash,500
776,23/Dec/2019,KOL12019,KOL1954288,Garments,Cash,800
777,23/Dec/2019,KOL12019,KOL1947528,Garments,Cash,5500
778,23/Dec/2019,KOL12019,KOL1945356,Garments,Cash,10300
779,23/Dec/2019,KOL12019,KOL1938235,Garments,Cash,11000
780,23/Dec/2019,KOL12019,KOL1955652,Garments,Cash,14000
781,23/Dec/2019,KOL12019,KOL1914265,Garments,Cash,1500
782,23/Dec/2019,KOL12019,KOL1987278,Garments,Credit Card,6500
783,23/Dec/2019,KOL12019,KOL1982786,Garments,Cash,1000
784,23/Dec/2019,KOL12019,KOL1955758,Garments,Cash,3000
785,23/Dec/2019,KOL12019,KOL1978657,Garments,Cash,2000
786,23/Dec/2019,KOL12019,KOL1958842,Garments,Cash,7100
787,23/Dec/2019,KOL12019,KOL1933854,Garments,Cash,412
788,23/Dec/2019,KOL12019,KOL1914735,Garments,Cash,2700
789,22/Dec/2019,KOL12019,KOL1918721,Garments,Cash,15000
790,22/Dec/2019,KOL12019,KOL1934131,Garments,Cash,1500
791,22/Dec/2019,KOL12019,KOL1982121,Garments,Cash,6700
792,22/Dec/2019,KOL12019,KOL1981118,Garments,Cash,8000
793,22/Dec/2019,KOL12019,KOL1922766,Garments,Cash,17000
794,22/Dec/2019,KOL12019,KOL1974374,Garments,Cash,2800
795,22/Dec/2019,KOL12019,KOL1965256,Garments,Credit Card,5500
796,22/Dec/2019,KOL12019,KOL1911226,Garments,Cash,4000
797,22/Dec/2019,KOL12019,KOL1965155,Garments,Cash,5000
798,22/Dec/2019,KOL12019,KOL1916151,Garments,Cash,5000
799,22/Dec/2019,KOL12019,KOL1926274,Garments,Cash,9100
800,22/Dec/2019,KOL12019,KOL1945836,Garments,Cash,12950
801,22/Dec/2019,KOL12019,KOL1926442,Garments,Cash,5000
802,22/Dec/2019,KOL12019,KOL1983635,Garments,Cash,5384
803,22/Dec/2019,KOL12019,KOL1941644,Garments,Cash,6500
804,22/Dec/2019,KOL12019,KOL1937425,Garments,Cash,9000
805,22/Dec/2019,KOL12019,KOL1921834,Garments,Cash,1000
806,22/Dec/2019,KOL12019,KOL1121606,Garments,Cash,27000
807,22/Dec/2019,KOL12019,KOL1927642,Garments,Cash,24000
808,22/Dec/2019,KOL12019,KOL1832746,Garments,Cash,2200
809,22/Dec/2019,KOL12019,KOL1987321,Garments,Cash,6100
810,22/Dec/2019,KOL12019,KOL1973311,Garments,Cash,5700
811,22/Dec/2019,KOL12019,KOL1937425,Garments,Cash,2200
812,22/Dec/2019,KOL12019,KOL1948883,Garments,Cash,5100
813,22/Dec/2019,KOL12019,KOL1933506,Garments,Cash,3800
814,22/Dec/2019,KOL12019,KOL1947118,Garments,Cash,1000
815,22/Dec/2019,KOL12019,KOL1982155,Garments,Cash,9050
816,22/Dec/2019,KOL12019,KOL1831540,Garments,Cash,2500
817,22/Dec/2019,KOL12019,KOL1831540,Garments,Cash,1000
818,22/Dec/2019,KOL12019,KOL1954521,Garments,Cash,13600
819,22/Dec/2019,KOL12019,KOL1926514,Garments,Cash,5900
820,22/Dec/2019,KOL12019,KOL1978132,Garments,Cash,5300
821,22/Dec/2019,KOL12019,KOL1912528,Garments,Cash,5000
822,22/Dec/2019,KOL12019,KOL1956271,Garments,Cash,1300
823,22/Dec/2019,KOL12019,KOL1957876,Garments,Cash,8500
824,22/Dec/2019,KOL12019,KOL1951654,Garments,Cash,2800
825,22/Dec/2019,KOL12019,KOL1922726,Garments,Cash,5000
826,22/Dec/2019,KOL12019,KOL1944532,Garments,Cash,30000
827,21/Dec/2019,KOL12019,KOL1954227,Garments,Cash,3300
828,21/Dec/2019,KOL12019,KOL1983358,Garments,Cash,1000
829,21/Dec/2019,KOL12019,KOL1982874,Garments,Cash,5500
830,21/Dec/2019,KOL12019,KOL1955322,Garments,Cash,8000
831,21/Dec/2019,KOL12019,KOL1971582,Garments,Cash,6000
832,21/Dec/2019,KOL12019,KOL1971788,Garments,Cash,5000
833,21/Dec/2019,KOL12019,KOL1948164,Garments,Cash,8100
834,21/Dec/2019,KOL12019,KOL1985352,Garments,Cash,1000
835,21/Dec/2019,KOL12019,KOL1954227,Garments,Cash,3300
836,21/Dec/2019,KOL12019,KOL1985352,Garments,Cash,1300
837,21/Dec/2019,KOL12019,KOL1974467,Garments,Cash,2700
838,21/Dec/2019,KOL12019,KOL1922817,Garments,Cash,2200
839,21/Dec/2019,KOL12019,KOL1974372,Garments,Cash,2200
840,21/Dec/2019,KOL12019,KOL1984885,Garments,Cash,6500
841,21/Dec/2019,KOL12019,KOL1975417,Garments,Cash,8800
842,21/Dec/2019,KOL12019,KOL1963336,Garments,Cash,3200
843,21/Dec/2019,KOL12019,KOL1982888,Garments,Cash,2800
844,21/Dec/2019,KOL12019,KOL1963336,Garments,Cash,2000
845,21/Dec/2019,KOL12019,KOL1961767,Garments,Cash,5000
846,21/Dec/2019,KOL12019,KOL1974536,Garments,Cash,5000
847,21/Dec/2019,KOL12019,KOL1953857,Garments,Cash,25000
848,21/Dec/2019,KOL12019,KOL1974467,Garments,Cash,1800
849,21/Dec/2019,KOL12019,KOL1977863,Garments,Cash,4400
850,21/Dec/2019,KOL12019,KOL1977863,Garments,Cash,1000
851,21/Dec/2019,KOL12019,KOL1986133,Garments,Cash,5500
852,21/Dec/2019,KOL12019,KOL1952614,Garments,Cash,1000
853,21/Dec/2019,KOL12019,KOL1932217,Garments,Cash,2000
854,21/Dec/2019,KOL12019,KOL1928365,Garments,Cash,14000
855,21/Dec/2019,KOL12019,KOL1917361,Garments,Cash,9000
856,21/Dec/2019,KOL12019,KOL1942545,Garments,Cash,5000
857,21/Dec/2019,KOL12019,KOL1768063,Garments,Cash,8400
858,21/Dec/2019,KOL12019,KOL1977182,Garments,Cash,6500
859,21/Dec/2019,KOL12019,KOL1914713,Garments,Cash,15000
860,21/Dec/2019,KOL12019,KOL1933446,Garments,Cash,2000
861,21/Dec/2019,KOL12019,KOL1963544,Garments,Cash,4600
862,21/Dec/2019,KOL12019,KOL1976363,Garments,Cash,4500
863,21/Dec/2019,KOL12019,KOL1933744,Garments,Cash,10200
864,21/Dec/2019,KOL12019,KOL1872805,Garments,Cash,3500
865,21/Dec/2019,KOL12019,KOL1925658,Garments,Credit Card,1400
866,21/Dec/2019,KOL12019,KOL1984885,Garments,Cash,6500
867,21/Dec/2019,KOL12019,KOL1974467,Garments,Cash,1700
868,21/Dec/2019,KOL12019,KOL1911625,Garments,Cash,3000
869,21/Dec/2019,KOL12019,KOL1914121,Garments,Credit Card,2600
870,21/Dec/2019,KOL12019,KOL1922758,Garments,Credit Card,14600
871,21/Dec/2019,KOL12019,KOL1968774,Garments,Cash,1416
872,20/Dec/2019,KOL12019,KOL1925537,Garments,Cash,14000
873,20/Dec/2019,KOL12019,KOL1952174,Garments,Cash,3300
874,20/Dec/2019,KOL12019,KOL1965673,Garments,Cash,7000
875,20/Dec/2019,KOL12019,KOL1935846,Garments,Cash,8000
876,20/Dec/2019,KOL12019,KOL1945383,Garments,Cash,10000
877,20/Dec/2019,KOL12019,KOL1986818,Garments,Cash,30500
878,20/Dec/2019,KOL12019,KOL1936424,Garments,Cash,5000
879,20/Dec/2019,KOL12019,KOL1986847,Garments,Cash,10000
880,20/Dec/2019,KOL12019,KOL1956535,Garments,Credit Card,20000
881,20/Dec/2019,KOL12019,KOL1945383,Garments,Cash,6500
882,20/Dec/2019,KOL12019,KOL1934572,Garments,Cash,3000
883,20/Dec/2019,KOL12019,KOL1963437,Garments,Cash,10200
884,20/Dec/2019,KOL12019,KOL1925537,Garments,Cash,16500
885,20/Dec/2019,KOL12019,KOL1945383,Garments,Cash,900
886,20/Dec/2019,KOL12019,KOL1973861,Garments,Cash,12600
887,20/Dec/2019,KOL12019,KOL1965673,Garments,Cash,2200
888,20/Dec/2019,KOL12019,KOL1932283,Garments,Cash,4400
889,20/Dec/2019,KOL12019,KOL1965673,Garments,Cash,1000
890,20/Dec/2019,KOL12019,KOL1952174,Garments,Cash,700
891,20/Dec/2019,KOL12019,KOL1913657,Garments,Cash,2100
892,19/Dec/2019,KOL12019,KOL1933642,Garments,Cash,9500
893,19/Dec/2019,KOL12019,KOL1977238,Garments,Cash,2500
894,19/Dec/2019,KOL12019,KOL1925544,Garments,Cash,6500
895,19/Dec/2019,KOL12019,KOL1977238,Garments,Cash,2000
896,19/Dec/2019,KOL12019,KOL1936638,Garments,Cash,4000
897,19/Dec/2019,KOL12019,KOL1888367,Garments,Cash,5500
898,19/Dec/2019,KOL12019,KOL1922523,Garments,Cash,8500
899,19/Dec/2019,KOL12019,KOL1922552,Garments,Credit Card,2300
900,19/Dec/2019,KOL12019,KOL1886252,Garments,Cash,2600
901,19/Dec/2019,KOL12019,KOL1968477,Garments,Cash,600
902,19/Dec/2019,KOL12019,KOL1933273,Garments,Cash,1000
903,19/Dec/2019,KOL12019,KOL1978666,Garments,Cash,5500
904,19/Dec/2019,KOL12019,KOL1927861,Garments,Cash,1100
905,19/Dec/2019,KOL12019,KOL1956464,Garments,Cash,2500
906,19/Dec/2019,KOL12019,KOL1942535,Garments,Cash,2400
907,19/Dec/2019,KOL12019,KOL1933642,Garments,Cash,900
908,19/Dec/2019,KOL12019,KOL1922118,Garments,Cash,100
909,19/Dec/2019,KOL12019,KOL1874777,Garments,Cash,1600
910,19/Dec/2019,KOL12019,KOL1914165,Garments,Cash,1600
911,19/Dec/2019,KOL12019,KOL1964112,Garments,Cash,3000
912,19/Dec/2019,KOL12019,KOL1916736,Garments,Cash,8500
913,19/Dec/2019,KOL12019,KOL1935455,Garments,Cash,500
914,19/Dec/2019,KOL12019,KOL1933642,Garments,Cash,1000
915,19/Dec/2019,KOL12019,KOL1928234,Garments,Cash,3800
916,19/Dec/2019,KOL12019,KOL1957761,Garments,Cash,5000
917,19/Dec/2019,KOL12019,KOL1928234,Garments,Cash,52
918,19/Dec/2019,KOL12019,KOL1968021,Garments,Cash,850
919,18/Dec/2019,KOL12019,KOL1954736,Garments,Cash,5000
920,18/Dec/2019,KOL12019,KOL1982621,Garments,Cash,4000
921,18/Dec/2019,KOL12019,KOL1911186,Garments,Cash,5000
922,18/Dec/2019,KOL12019,KOL1934384,Garments,Cash,1700
923,18/Dec/2019,KOL12019,KOL1951631,Garments,Cash,6500
924,18/Dec/2019,KOL12019,KOL1915827,Garments,Cash,3500
925,18/Dec/2019,KOL12019,KOL1987443,Garments,Cash,3215
926,18/Dec/2019,KOL12019,KOL1987443,Garments,Cash,1000
927,18/Dec/2019,KOL12019,KOL1938463,Garments,Cash,10000
928,18/Dec/2019,KOL12019,KOL1927255,Garments,Cash,8500
929,18/Dec/2019,KOL12019,KOL1951631,Garments,Cash,6500
930,18/Dec/2019,KOL12019,KOL1965386,Garments,Cash,5000
931,18/Dec/2019,KOL12019,KOL1951672,Garments,Cash,6000
932,18/Dec/2019,KOL12019,KOL1962113,Garments,Cash,4000
933,18/Dec/2019,KOL12019,KOL1974767,Garments,Cash,330
934,18/Dec/2019,KOL12019,KOL1825007,Garments,Cash,400
935,18/Dec/2019,KOL12019,KOL1982621,Garments,Cash,4000
936,18/Dec/2019,KOL12019,KOL1965386,Garments,Cash,7900
937,18/Dec/2019,KOL12019,KOL1934628,Garments,Cash,5500
938,18/Dec/2019,KOL12019,KOL1624787,Garments,Cash,4500
939,18/Dec/2019,KOL12019,KOL1963774,Garments,Cash,350
940,18/Dec/2019,KOL12019,KOL1965386,Garments,Cash,14800
941,18/Dec/2019,KOL12019,KOL1921514,Garments,Cash,15500
942,17/Dec/2019,KOL12019,KOL1971865,Garments,Cash,2800
943,17/Dec/2019,KOL12019,KOL1943414,Garments,Cash,18000
944,17/Dec/2019,KOL12019,KOL1922841,Garments,Cash,2850
945,17/Dec/2019,KOL12019,KOL1956884,Garments,Cash,1
946,17/Dec/2019,KOL12019,KOL1955322,Garments,Cash,14000
947,17/Dec/2019,KOL12019,KOL1981186,Garments,Cash,7000
948,17/Dec/2019,KOL12019,KOL1947338,Garments,Cash,2800
949,17/Dec/2019,KOL12019,KOL1924363,Garments,Cash,6000
950,17/Dec/2019,KOL12019,KOL1982716,Garments,Credit Card,5000
951,16/Dec/2019,KOL12019,KOL1913868,Garments,Cash,5000
952,16/Dec/2019,KOL12019,KOL1865102,Garments,Cash,272
953,16/Dec/2019,KOL12019,KOL1935567,Garments,Cash,1400
954,15/Dec/2019,KOL12019,KOL1962275,Garments,Cash,4000
955,15/Dec/2019,KOL12019,KOL1945576,Garments,Credit Card,3600
956,15/Dec/2019,KOL12019,KOL1966514,Garments,Cash,1800
957,15/Dec/2019,KOL12019,KOL1948858,Garments,Cash,1700
958,15/Dec/2019,KOL12019,KOL1955231,Garments,Cash,4500
959,15/Dec/2019,KOL12019,KOL1945722,Garments,Cash,4800
960,15/Dec/2019,KOL12019,KOL1978626,Garments,Credit Card,5000
961,15/Dec/2019,KOL12019,KOL1946442,Garments,Cash,2200
962,15/Dec/2019,KOL12019,KOL1972674,Garments,Cash,3500
963,15/Dec/2019,KOL12019,KOL1986514,Garments,Cash,5000
964,15/Dec/2019,KOL12019,KOL1946442,Garments,Cash,2500
965,15/Dec/2019,KOL12019,KOL1868836,Garments,Cash,1
966,15/Dec/2019,KOL12019,KOL1934734,Garments,Cash,3100
967,15/Dec/2019,KOL12019,KOL1983862,Garments,Credit Card,5000
968,15/Dec/2019,KOL12019,KOL1916681,Garments,Cash,3500
969,15/Dec/2019,KOL12019,KOL1913148,Garments,Cash,500
970,14/Dec/2019,KOL12019,KOL1962541,Garments,Cash,3900
971,14/Dec/2019,KOL12019,KOL1931253,Garments,Cash,2500
972,14/Dec/2019,KOL12019,KOL1985525,Garments,Cash,1480
973,14/Dec/2019,KOL12019,KOL1961133,Garments,Cash,30
974,13/Dec/2019,KOL12019,KOL1917545,Garments,Cash,1000
975,13/Dec/2019,KOL12019,KOL1983658,Garments,Cash,100
976,13/Dec/2019,KOL12019,KOL1914862,Garments,Cash,3000
977,13/Dec/2019,KOL12019,KOL1963544,Garments,Cash,4600
978,13/Dec/2019,KOL12019,KOL1917184,Garments,Cash,1200
979,13/Dec/2019,KOL12019,KOL1925111,Garments,Cash,2600
980,13/Dec/2019,KOL12019,KOL1981118,Garments,Cash,10000
981,13/Dec/2019,KOL12019,KOL1976471,Garments,Cash,95
982,13/Dec/2019,KOL12019,KOL1917545,Garments,Cash,4800
983,13/Dec/2019,KOL12019,KOL1941427,Garments,Cash,500
984,13/Dec/2019,KOL12019,KOL1928365,Garments,Cash,14000
985,13/Dec/2019,KOL12019,KOL1984885,Garments,Cash,6500
986,13/Dec/2019,KOL12019,KOL1957271,Garments,Cash,5000
987,13/Dec/2019,KOL12019,KOL1945441,Garments,Cash,5000
988,13/Dec/2019,KOL12019,KOL1972315,Garments,Cash,9000
989,13/Dec/2019,KOL12019,KOL1934711,Garments,Cash,2400
990,13/Dec/2019,KOL12019,KOL1925111,Garments,Cash,2600
991,13/Dec/2019,KOL12019,KOL1954227,Garments,Cash,3300
992,13/Dec/2019,KOL12019,KOL1775425,Garments,Cash,6000
993,25/Dec/2019,KOL12019,KOL1944868,"Garments,Accessories",Cash,2200
994,25/Dec/2019,KOL12019,KOL1900333,"Garments,Accessories",Credit Card,500
995,25/Dec/2019,KOL12019,KOL1944868,"Garments,Accessories",Cash,1500
996,24/Dec/2019,KOL12019,KOL1927516,"Garments,Accessories",Cash,4500
997,23/Dec/2019,KOL12019,KOL1947528,Gems & Jewellery,Cash,1200
998,22/Dec/2019,KOL12019,KOL1927341,Gems & Jewellery,Cash,10000
999,21/Dec/2019,KOL12019,KOL1973877,Gems & Jewellery,Cash,7200
1000,21/Dec/2019,KOL12019,KOL1936246,Gems & Jewellery,Cash,13100
1001,20/Dec/2019,KOL12019,KOL1921332,Gems & Jewellery,Cash,2700
1002,20/Dec/2019,KOL12019,KOL1967273,Gems & Jewellery,Cash,1000
1003,18/Dec/2019,KOL12019,KOL1964718,Gems & Jewellery,Cash,5000
1004,17/Dec/2019,KOL12019,KOL1926256,Gems & Jewellery,Cash,5000
1005,16/Dec/2019,KOL12019,KOL1924255,Gems & Jewellery,Cash,2000
1006,16/Dec/2019,KOL12019,KOL1924255,Gems & Jewellery,Cash,2530
1007,16/Dec/2019,KOL12019,KOL1924255,Gems & Jewellery,Cash,1000
1008,16/Dec/2019,KOL12019,KOL1972335,Gems & Jewellery,Cash,9000
1009,15/Dec/2019,KOL12019,KOL1988171,Gems & Jewellery,Cash,6000
1010,15/Dec/2019,KOL12019,KOL1913712,Gems & Jewellery,Cash,3000
1011,15/Dec/2019,KOL12019,KOL1944241,Gems & Jewellery,Credit Card,5000
1012,15/Dec/2019,KOL12019,KOL1916675,Gems & Jewellery,Cash,2800
1013,15/Dec/2019,KOL12019,KOL1946381,Gems & Jewellery,Cash,2000
1014,15/Dec/2019,KOL12019,KOL1916675,Gems & Jewellery,Cash,3500
1015,14/Dec/2019,KOL12019,KOL1952337,Gems & Jewellery,Credit Card,2284
1016,14/Dec/2019,KOL12019,KOL1823023,Gems & Jewellery,Cash,1200
1017,15/Dec/2019,KOL12019,KOL1963211,Gift product,Cash,125
1018,15/Dec/2019,KOL12019,KOL1983688,Gym,Cash,72000
1019,25/Dec/2019,KOL12019,KOL1962642,gym products,Cash,14000
1020,25/Dec/2019,KOL12019,KOL1936588,gym products,Cash,230
1021,25/Dec/2019,KOL12019,KOL1950283,gym products,Credit Card,12000
1022,25/Dec/2019,KOL12019,KOL1941414,gym products,Cash,49900
1023,24/Dec/2019,KOL12019,KOL1951641,gym products,Cash,10000
1024,24/Dec/2019,KOL12019,KOL1916315,gym products,Cash,18000
1025,24/Dec/2019,KOL12019,KOL1962752,gym products,Cash,10900
1026,24/Dec/2019,KOL12019,KOL1958533,gym products,Cash,23019
1027,23/Dec/2019,KOL12019,KOL1963812,gym products,Credit Card,1900
1028,23/Dec/2019,KOL12019,KOL1937554,gym products,Cash,1100
1029,23/Dec/2019,KOL12019,KOL1945765,gym products,Cash,11500
1030,23/Dec/2019,KOL12019,KOL1975451,gym products,Cash,35900
1031,23/Dec/2019,KOL12019,KOL1945765,gym products,Cash,2000
1032,23/Dec/2019,KOL12019,KOL1947725,gym products,Credit Card,100000
1033,23/Dec/2019,KOL12019,KOL1963812,gym products,Credit Card,1050
1034,22/Dec/2019,KOL12019,KOL1935515,gym products,Cash,28372
1035,22/Dec/2019,KOL12019,KOL1947788,gym products,Cash,28500
1036,22/Dec/2019,KOL12019,KOL1806460,gym products,Cash,9000
1037,21/Dec/2019,KOL12019,KOL1857284,gym products,Cash,6500
1038,21/Dec/2019,KOL12019,KOL1865862,gym products,Cash,75000
1039,21/Dec/2019,KOL12019,KOL1987362,gym products,Cash,6500
1040,20/Dec/2019,KOL12019,KOL1963286,gym products,Cash,15300
1041,19/Dec/2019,KOL12019,KOL1927861,gym products,Cash,25000
1042,18/Dec/2019,KOL12019,KOL1963774,gym products,Cash,420
1043,18/Dec/2019,KOL12019,KOL1934163,gym products,Cash,2900
1044,16/Dec/2019,KOL12019,KOL1942472,gym products,Credit Card,13000
1045,15/Dec/2019,KOL12019,KOL1963664,gym products,Cash,3000
1046,15/Dec/2019,KOL12019,KOL1934721,gym products,Cash,400
1047,14/Dec/2019,KOL12019,KOL1912576,gym products,Cash,14000
1048,14/Dec/2019,KOL12019,KOL1101130,gym products,Credit Card,8000
1049,13/Dec/2019,KOL12019,KOL1968454,gym products,Cash,12080
1050,23/Dec/2019,KOL12019,KOL1943813,Handicraft,Cash,680
1051,23/Dec/2019,KOL12019,KOL1965342,Handicraft,Cash,6300
1052,23/Dec/2019,KOL12019,KOL1972711,Handicraft,Credit Card,5006
1053,23/Dec/2019,KOL12019,KOL1926588,Handicraft,Cash,8000
1054,25/Dec/2019,KOL12019,KOL1934623,handloom,Credit Card,2380
1055,25/Dec/2019,KOL12019,KOL1968853,handloom,Credit Card,1100
1056,25/Dec/2019,KOL12019,KOL1914667,handloom,Cash,5000
1057,25/Dec/2019,KOL12019,KOL1935287,handloom,Cash,1100
1058,25/Dec/2019,KOL12019,KOL1942885,handloom,Cash,57980
1059,25/Dec/2019,KOL12019,KOL1816330,handloom,Cash,5050
1060,24/Dec/2019,KOL12019,KOL1927615,handloom,Cash,4100
1061,24/Dec/2019,KOL12019,KOL1985344,handloom,Cash,5908
1062,24/Dec/2019,KOL12019,KOL1947383,handloom,Cash,650
1063,24/Dec/2019,KOL12019,KOL1974786,handloom,Cash,4500
1064,23/Dec/2019,KOL12019,KOL1941354,handloom,Cash,9650
1065,23/Dec/2019,KOL12019,KOL1951727,handloom,Cash,5000
1066,23/Dec/2019,KOL12019,KOL1982738,handloom,Cash,5000
1067,23/Dec/2019,KOL12019,KOL1948384,handloom,Cash,3400
1068,23/Dec/2019,KOL12019,KOL1965688,handloom,Cash,2000
1069,23/Dec/2019,KOL12019,KOL1963874,handloom,Credit Card,16700
1070,23/Dec/2019,KOL12019,KOL1915213,handloom,Cash,1100
1071,23/Dec/2019,KOL12019,KOL1941836,handloom,Cash,3150
1072,22/Dec/2019,KOL12019,KOL1952224,handloom,Cash,425
1073,22/Dec/2019,KOL12019,KOL1956115,handloom,Cash,5200
1074,21/Dec/2019,KOL12019,KOL1954514,handloom,Cash,1250
1075,21/Dec/2019,KOL12019,KOL1700431,handloom,Cash,1850
1076,19/Dec/2019,KOL12019,KOL1982816,handloom,Cash,1200
1077,19/Dec/2019,KOL12019,KOL1942535,handloom,Cash,5000
1078,17/Dec/2019,KOL12019,KOL1964375,handloom,Cash,4500
1079,17/Dec/2019,KOL12019,KOL1964375,handloom,Cash,3000
1080,17/Dec/2019,KOL12019,KOL1964375,handloom,Cash,6300
1081,14/Dec/2019,KOL12019,KOL1973441,handloom,Cash,600
1082,14/Dec/2019,KOL12019,KOL1973441,handloom,Cash,1
1083,25/Dec/2019,KOL12019,KOL1928145,healthacare products,Cash,150
1084,25/Dec/2019,KOL12019,KOL1965817,healthacare products,Cash,580
1085,25/Dec/2019,KOL12019,KOL1928145,healthacare products,Cash,200
1086,25/Dec/2019,KOL12019,KOL1935446,healthacare products,Cash,443
1087,25/Dec/2019,KOL12019,KOL1928145,healthacare products,Cash,1500
1088,25/Dec/2019,KOL12019,KOL1928145,healthacare products,Cash,2200
1089,25/Dec/2019,KOL12019,KOL1928145,healthacare products,Cash,400
1090,25/Dec/2019,KOL12019,KOL1924451,healthacare products,Cash,500
1091,25/Dec/2019,KOL12019,KOL1853051,healthacare products,Cash,210
1092,25/Dec/2019,KOL12019,KOL1825512,healthacare products,Cash,220
1093,24/Dec/2019,KOL12019,KOL1974746,healthacare products,Cash,4550
1094,23/Dec/2019,KOL12019,KOL1981278,healthacare products,Cash,3300
1095,23/Dec/2019,KOL12019,KOL1926352,healthacare products,Cash,220
1096,22/Dec/2019,KOL12019,KOL1873242,healthacare products,Cash,5000
1097,22/Dec/2019,KOL12019,KOL1934673,healthacare products,Cash,10000
1098,22/Dec/2019,KOL12019,KOL1934673,healthacare products,Cash,4600
1099,22/Dec/2019,KOL12019,KOL1933155,healthacare products,Cash,2300
1100,22/Dec/2019,KOL12019,KOL1953838,healthacare products,Cash,800
1101,22/Dec/2019,KOL12019,KOL1917324,healthacare products,Cash,1990
1102,21/Dec/2019,KOL12019,KOL1924184,healthacare products,Cash,470
1103,20/Dec/2019,KOL12019,KOL1947528,healthacare products,Cash,2371
1104,20/Dec/2019,KOL12019,KOL1977866,healthacare products,Cash,1100
1105,19/Dec/2019,KOL12019,KOL1886252,healthacare products,Credit Card,1256
1106,19/Dec/2019,KOL12019,KOL1935517,healthacare products,Cash,12000
1107,19/Dec/2019,KOL12019,KOL1942745,healthacare products,Cash,100
1108,18/Dec/2019,KOL12019,KOL1965386,healthacare products,Cash,600
1109,18/Dec/2019,KOL12019,KOL1914142,healthacare products,Cash,220
1110,18/Dec/2019,KOL12019,KOL1917381,healthacare products,Cash,4293
1111,18/Dec/2019,KOL12019,KOL1977464,healthacare products,Cash,150
1112,17/Dec/2019,KOL12019,KOL1620118,healthacare products,Cash,450
1113,17/Dec/2019,KOL12019,KOL1923216,healthacare products,Cash,2000
1114,16/Dec/2019,KOL12019,KOL1914324,healthacare products,Cash,150
1115,16/Dec/2019,KOL12019,KOL1921114,healthacare products,Cash,220
1116,15/Dec/2019,KOL12019,KOL1921232,healthacare products,Cash,220
1117,15/Dec/2019,KOL12019,KOL1914168,healthacare products,Cash,220
1118,15/Dec/2019,KOL12019,KOL1932117,healthacare products,Cash,578
1119,15/Dec/2019,KOL12019,KOL1972674,healthacare products,Cash,1400
1120,15/Dec/2019,KOL12019,KOL1974565,healthacare products,Cash,220
1121,15/Dec/2019,KOL12019,KOL1923864,healthacare products,Cash,4800
1122,14/Dec/2019,KOL12019,KOL1964238,healthacare products,Cash,300
1123,14/Dec/2019,KOL12019,KOL1931137,healthacare products,Cash,110
1124,14/Dec/2019,KOL12019,KOL1151565,healthacare products,Cash,220
1125,25/Dec/2019,KOL12019,KOL1914674,HealthCare,Cash,5150
1126,25/Dec/2019,KOL12019,KOL1962214,HealthCare,Cash,150
1127,25/Dec/2019,KOL12019,KOL1887866,Home Appliances,Cash,600
1128,25/Dec/2019,KOL12019,KOL1887866,Home Appliances,Cash,1200
1129,25/Dec/2019,KOL12019,KOL1933758,Home Appliances,Cash,12500
1130,25/Dec/2019,KOL12019,KOL1941322,Home Appliances,Cash,16500
1131,25/Dec/2019,KOL12019,KOL1945215,Home Appliances,Cash,5000
1132,25/Dec/2019,KOL12019,KOL1961585,Home Appliances,Cash,1690
1133,25/Dec/2019,KOL12019,KOL1975587,Home Appliances,Cash,7147
1134,25/Dec/2019,KOL12019,KOL1965222,Home Appliances,Cash,250
1135,25/Dec/2019,KOL12019,KOL1985782,Home Appliances,Cash,7200
1136,25/Dec/2019,KOL12019,KOL1942134,Home Appliances,Cash,5800
1137,25/Dec/2019,KOL12019,KOL1965686,Home Appliances,Cash,900
1138,25/Dec/2019,KOL12019,KOL1945212,Home Appliances,Cash,7200
1139,24/Dec/2019,KOL12019,KOL1914722,Home Appliances,Cash,7200
