Sr. No.,Date,ExhibitionId,Products,Mega Consumer Card No.,Payment Mode,Amount
776,14-Dec-18,KOL12018,Home Appliances,KOL1981518,Cash,2800
777,13-Dec-18,KOL12018,Home Appliances,KOL1917354,Cash,2500
778,13-Dec-18,KOL12018,Etthnic Wear,KOL1987008,Cash,1000
779,24-Dec-18,KOL12018,Air Cooler,KOL1920346,Credit Card,3000
780,25-Dec-18,KOL12018,Suits,KOL1917354,Cash,5000
781,21-Dec-18,KOL12018,Garments,KOL1920274,Cash,5200
782,21-Dec-18,KOL12018,Kurta,KOL1928043,Cash,800
783,21-Dec-18,KOL12018,Saffron,KOL1921052,Cash,1500
784,18-Dec-18,KOL12018,Jamdani Saree,KOL1901717,Cash,1300
785,25-Dec-18,KOL12018,Saree,KOL1945288,Cash,1500
786,18-Dec-18,KOL12018,Jamdani Saree,KOL1928043,Cash,1200
787,23-Dec-18,KOL12018,Handicraft,KOL1913400,Cash,5000
788,21-Dec-18,KOL12018,healthacare products,KOL1901717,Cash,500
789,21-Dec-18,KOL12018,Home Appliances,KOL1911482,Cash,6000
790,22-Dec-18,KOL12018,Jamdani Saree,KOL1936588,Cash,3000
791,15-Dec-18,KOL12018,Flavored Drinks,KOL1926460,Cash,4500
792,22-Dec-18,KOL12018,Carpet,KOL1945288,Cash,1500
793,15-Dec-18,KOL12018,Bag,KOL1920788,Cash,5000
794,15-Dec-18,KOL12018,Bag,KOL1928043,Cash,900
795,21-Dec-18,KOL12018,Papad,KOL1964880,Cash,6000
796,21-Dec-18,KOL12018,Saffron,KOL1907804,Cash,400
797,19-Dec-18,KOL12018,Carpet,KOL1966574,Credit Card,2500
798,19-Dec-18,KOL12018,Carpet,KOL1950770,Cash,2550
799,15-Dec-18,KOL12018,frames & artifacts,KOL1921763,Cash,3000
800,17-Dec-18,KOL12018,Photo frame,KOL1945288,Cash,850
801,25-Dec-18,KOL12018,Garments,KOL1984744,Cash,12000
802,25-Dec-18,KOL12018,Garments,KOL1928203,Credit Card,5000
803,25-Dec-18,KOL12018,Garments,KOL1926460,Cash,2400
804,24-Dec-18,KOL12018,Suits,KOL1934555,Cash,5800
805,17-Dec-18,KOL12018,Saree,KOL1938176,Cash,17000
806,25-Dec-18,KOL12018,Accessories,KOL1911237,Cash,2670
807,14-Dec-18,KOL12018,Fruit Juices,KOL1955542,Cash,2700
808,14-Dec-18,KOL12018,Fruit Juices,KOL1928043,Cash,695
809,15-Dec-18,KOL12018,Painting,KOL1942447,Cash,5500
810,15-Dec-18,KOL12018,Painting,KOL1921052,Cash,4000
811,14-Dec-18,KOL12018,Painting,KOL1901717,Cash,2000
812,17-Dec-18,KOL12018,Furniture,KOL1926460,Cash,1000
813,21-Dec-18,KOL12018,Home Appliances,KOL1926460,Cash,2750
814,21-Dec-18,KOL12018,Wood  furniture,KOL1901717,Cash,1200
815,20-Dec-18,KOL12018,Jamdani Saree,KOL1930471,Cash,600
816,22-Dec-18,KOL12018,Cotton/Silk,KOL1921386,Cash,24591
817,14-Dec-18,KOL12018,Suits,KOL1961024,Cash,5310
818,15-Dec-18,KOL12018,Suits,KOL1938762,Cash,5300
819,21-Dec-18,KOL12018,Home Decor,KOL1901717,Cash,3600
820,25-Dec-18,KOL12018,Garments,KOL1974544,Cash,2000
821,25-Dec-18,KOL12018,Necklace,KOL1904561,Cash,5500
822,25-Dec-18,KOL12018,Necklace,KOL1932124,Cash,800
823,25-Dec-18,KOL12018,Toy,KOL1965434,Cash,10000
824,15-Dec-18,KOL12018,Jamdani Saree,KOL1938270,Cash,3000
825,23-Dec-18,KOL12018,Garments,KOL1920375,Cash,3300
826,23-Dec-18,KOL12018,Home Appliances,KOL1925477,Cash,10900
827,23-Dec-18,KOL12018,Suits,KOL1947874,Cash,1650
828,23-Dec-18,KOL12018,Suits,KOL1920375,Cash,5700
829,23-Dec-18,KOL12018,Suits,KOL1938270,Cash,1600
830,23-Dec-18,KOL12018,Suits,KOL1975584,Cash,6000
831,23-Dec-18,KOL12018,Suits,KOL1912677,Cash,15500
832,14-Dec-18,KOL12018,Suits,KOL1945288,Cash,1300
833,19-Dec-18,KOL12018,Fruit Juices,KOL1981231,Cash,5000
834,19-Dec-18,KOL12018,Garments,KOL1900254,Credit Card,3500
835,22-Dec-18,KOL12018,Suits,KOL1912677,Cash,26500
836,25-Dec-18,KOL12018,Duppatta,KOL1938213,Cash,1200
837,18-Dec-18,KOL12018,Garments,KOL1928287,Cash,25000
838,18-Dec-18,KOL12018,Garments,KOL1930471,Cash,1000
839,18-Dec-18,KOL12018,Garments,KOL1908863,Cash,10000
840,18-Dec-18,KOL12018,healthacare products,KOL1945288,Cash,2500
841,18-Dec-18,KOL12018,Pants,KOL1938270,Cash,1000
842,18-Dec-18,KOL12018,Suits,KOL1958187,Cash,6300
843,18-Dec-18,KOL12018,Suits,KOL1901717,Cash,500
844,22-Dec-18,KOL12018,Painting,KOL1975550,Cash,104830
845,22-Dec-18,KOL12018,Saree,KOL1925803,Cheque,20000
846,18-Dec-18,KOL12018,Chappals,KOL1978056,Cash,5700
847,22-Dec-18,KOL12018,Furniture,KOL1900254,Credit Card,1600
848,22-Dec-18,KOL12018,Jamdani Saree,KOL1945288,Cash,800
849,21-Dec-18,KOL12018,Bag,KOL1914310,Cash,3000
850,22-Dec-18,KOL12018,Massager,KOL1936572,Cash,5000
851,23-Dec-18,KOL12018,Jamdani Saree,KOL1957617,Cash,14490
852,23-Dec-18,KOL12018,Garments,KOL1966574,Credit Card,1260
853,23-Dec-18,KOL12018,Garments,KOL1965088,Cash,5500
854,21-Dec-18,KOL12018,Jamdani Saree,KOL1973332,Cash,5000
855,15-Dec-18,KOL12018,Suits,KOL1903867,Cash,2700
856,15-Dec-18,KOL12018,Suits,KOL1936588,Cash,500
857,17-Dec-18,KOL12018,Massager,KOL1967472,Cash,5100
858,13-Dec-18,KOL12018,Etthnic Wear,KOL1974544,Cash,2700
859,13-Dec-18,KOL12018,Saffron,KOL1938270,Cash,600
860,21-Dec-18,KOL12018,Furniture,KOL1901717,Cash,1500
861,15-Dec-18,KOL12018,Massager,KOL1930471,Cash,2100
862,20-Dec-18,KOL12018,Air Cooler,KOL1903867,Cash,2500
863,24-Dec-18,KOL12018,Jamdani Saree,KOL1947874,Credit Card,4000
864,24-Dec-18,KOL12018,Wood  furniture,KOL1960043,Credit Card,4500
865,19-Dec-18,KOL12018,Home Appliances,KOL1912543,Cash,5500
866,22-Dec-18,KOL12018,chandelier,KOL1920160,Cash,400
867,20-Dec-18,KOL12018,Carpet,KOL1970675,Cash,5000
868,20-Dec-18,KOL12018,Food Mixes,KOL1920160,Cash,1700
869,20-Dec-18,KOL12018,Jamdani Saree,KOL1920160,Cash,1500
870,23-Dec-18,KOL12018,Decorative lights,KOL1976144,Credit Card,8000
871,23-Dec-18,KOL12018,Handicraft,KOL1944344,Credit Card,5250
872,23-Dec-18,KOL12018,Remote Covers,KOL1947240,Credit Card,2500
873,23-Dec-18,KOL12018,Saree,KOL1944420,Cash,5000
874,19-Dec-18,KOL12018,handloom,KOL1984744,Cash,1900
875,19-Dec-18,KOL12018,"Rings,Necklace",KOL1973335,Credit Card,2900
876,19-Dec-18,KOL12018,Steam Irons,KOL1915452,Cash,24000
877,19-Dec-18,KOL12018,Suits,KOL1941570,Credit Card,10000
878,23-Dec-18,KOL12018,handloom,KOL1915184,Cash,700
879,23-Dec-18,KOL12018,Table Covers,KOL1960043,Cash,600
880,17-Dec-18,KOL12018,Massager,KOL1971483,Credit Card,5000
881,23-Dec-18,KOL12018,Suits,KOL1917461,Cash,2250
882,23-Dec-18,KOL12018,textile product,KOL1984744,Cash,2700
883,23-Dec-18,KOL12018,textile product,KOL1944720,Cash,1700
884,22-Dec-18,KOL12018,Carpet,KOL1981751,Cash,4000
885,21-Dec-18,KOL12018,kurti,KOL1947240,Credit Card,3476
886,21-Dec-18,KOL12018,Attar,KOL1984744,Cash,490
887,25-Dec-18,KOL12018,Garments,KOL1942666,Credit Card,5400
888,25-Dec-18,KOL12018,healthacare products,KOL1930471,Cash,2600
889,22-Dec-18,KOL12018,Furniture,KOL1944720,Cash,2000
890,21-Dec-18,KOL12018,Steam Irons,KOL1947240,Cash,2550
891,23-Dec-18,KOL12018,Suits,KOL1915184,Cash,800
892,25-Dec-18,KOL12018,Sofa cum bed,KOL1917461,Cash,1500
893,13-Dec-18,KOL12018,Fruit Juices,KOL1918170,Cash,6800
894,13-Dec-18,KOL12018,Suits,KOL1951525,Cash,5500
895,23-Dec-18,KOL12018,Garments,KOL1908562,Credit Card,6000
896,23-Dec-18,KOL12018,handloom,KOL1980280,Cash,5490
897,23-Dec-18,KOL12018,Mattress,KOL1920160,Cash,2500
898,22-Dec-18,KOL12018,Garments,KOL1981751,Cash,1200
899,23-Dec-18,KOL12018,Suits,KOL1971483,Credit Card,5350
900,25-Dec-18,KOL12018,Etthnic Wear,KOL1920160,Cash,2000
901,25-Dec-18,KOL12018,Garments,KOL1900704,Cash,3200
902,25-Dec-18,KOL12018,handloom,KOL1944420,Cash,2500
903,25-Dec-18,KOL12018,Mattress,KOL1973335,Credit Card,2500
904,15-Dec-18,KOL12018,Belt,KOL1900704,Cash,2600
905,15-Dec-18,KOL12018,Suits,KOL1944720,Cash,860
906,15-Dec-18,KOL12018,Suits,KOL1915184,Cash,500
907,18-Dec-18,KOL12018,Jamdani Saree,KOL1941481,Cash,12500
908,23-Dec-18,KOL12018,Carpet,KOL1947240,Cash,600
909,23-Dec-18,KOL12018,Home Appliances,KOL1917461,Cash,2000
910,15-Dec-18,KOL12018,Suits,KOL1136324,Cash,10250
911,22-Dec-18,KOL12018,Suits,KOL1942844,Cash,7000
912,16-Dec-18,KOL12018,Jamdani Saree,KOL1930002,Cash,5100
913,16-Dec-18,KOL12018,Suits,KOL1944720,Cash,950
914,20-Dec-18,KOL12018,Garments,KOL1915532,Cash,6500
915,22-Dec-18,KOL12018,Etthnic Wear,KOL1903056,Cash,2600
916,22-Dec-18,KOL12018,Jamdani Saree,KOL1907511,Cash,5400
917,23-Dec-18,KOL12018,handloom,KOL1927341,Cash,2000
918,25-Dec-18,KOL12018,Wood  furniture,KOL1968003,Cash,600
919,22-Dec-18,KOL12018,Furniture,KOL1945861,Cash,6000
920,22-Dec-18,KOL12018,Garments,KOL1968003,Cash,1500
921,24-Dec-18,KOL12018,Jamdani Saree,KOL1924143,Cash,2100
922,24-Dec-18,KOL12018,Jamdani Saree,KOL1965116,Cash,600
923,13-Dec-18,KOL12018,Kitchen appliances,KOL1958100,Credit Card,7400
924,23-Dec-18,KOL12018,Sofa cum bed,KOL1951788,Cash,7400
925,23-Dec-18,KOL12018,Sofa cum bed,KOL1180458,Cash,600
926,23-Dec-18,KOL12018,Sofa cum bed,KOL1973731,Cash,21000
927,23-Dec-18,KOL12018,Sofa cum bed,KOL1947516,Cash,6519
928,23-Dec-18,KOL12018,Steam Irons,KOL1924143,Cash,700
929,23-Dec-18,KOL12018,Steam Irons,KOL1924143,Cash,500
930,23-Dec-18,KOL12018,Steam Irons,KOL1978245,Credit Card,1130
931,23-Dec-18,KOL12018,Steam Irons,KOL1965116,Cash,1800
932,23-Dec-18,KOL12018,Jamdani Saree,KOL1927341,Cash,2200
933,15-Dec-18,KOL12018,Steam Irons,KOL1924576,Credit Card,2500
934,23-Dec-18,KOL12018,Carpet,KOL1924143,Cash,540
935,17-Dec-18,KOL12018,Home Appliances,KOL1933741,Cash,1200
936,24-Dec-18,KOL12018,Saffron,KOL1978255,Cash,3100
937,24-Dec-18,KOL12018,"Rings,Necklace",KOL1968003,Cash,2100
938,17-Dec-18,KOL12018,Carpet,KOL1933705,Cash,700
939,24-Dec-18,KOL12018,Jamdani Saree,KOL1965116,Cash,1000
940,20-Dec-18,KOL12018,Garments,KOL1934860,Cash,9500
941,20-Dec-18,KOL12018,Garments,KOL1923082,Cash,2000
942,20-Dec-18,KOL12018,Garments,KOL1964615,Cash,800
943,17-Dec-18,KOL12018,Air Cooler,KOL1972871,Credit Card,15400
944,17-Dec-18,KOL12018,Air Cooler,KOL1933741,Cash,3450
945,21-Dec-18,KOL12018,Jamdani Saree,KOL1924576,Credit Card,2500
946,25-Dec-18,KOL12018,Saree,KOL1946322,Cash,6000
947,24-Dec-18,KOL12018,Jamdani Saree,KOL1951786,Cash,13290
948,23-Dec-18,KOL12018,Home Appliances,KOL1971511,Cash,1400
949,23-Dec-18,KOL12018,"Kitchen appliances,Home Appliances",KOL1976287,Cash,9850
950,23-Dec-18,KOL12018,Necklace,KOL1953478,Credit Card,3800
951,21-Dec-18,KOL12018,Furniture,KOL1980638,Cash,2100
952,15-Dec-18,KOL12018,Bag,KOL1948302,Cash,5800
953,25-Dec-18,KOL12018,Cosmetics,KOL1950426,Cash,5000
954,25-Dec-18,KOL12018,Garments,KOL1971511,Cash,1600
955,25-Dec-18,KOL12018,kurti,KOL1986223,Cash,12500
956,22-Dec-18,KOL12018,Jamdani Saree,KOL1975284,Cash,3000
957,24-Dec-18,KOL12018,Tea,KOL1964615,Cash,1400
958,24-Dec-18,KOL12018,Tea,KOL1954382,Cash,1700
959,21-Dec-18,KOL12018,Suits,KOL1963203,Credit Card,2490
960,23-Dec-18,KOL12018,Garments,KOL1975284,Cash,1200
961,16-Dec-18,KOL12018,Bag,KOL1928824,Cash,3500
962,16-Dec-18,KOL12018,Massager,KOL1903285,Cash,1400
963,18-Dec-18,KOL12018,artificial candle & lights,KOL1933705,Cash,1200
964,20-Dec-18,KOL12018,Carpet,KOL1974323,Credit Card,7500
965,22-Dec-18,KOL12018,Massager,KOL1954840,Cash,14490
966,22-Dec-18,KOL12018,Massager,KOL1951528,Cash,5000
967,21-Dec-18,KOL12018,Jamdani Saree,KOL1943245,Cash,2400
968,21-Dec-18,KOL12018,Suits,KOL1981031,Cash,800
969,24-Dec-18,KOL12018,Garments,KOL1983388,Cash,5400
970,23-Dec-18,KOL12018,Jamdani Saree,KOL1963203,Cash,800
971,19-Dec-18,KOL12018,kurti,KOL1968003,Cash,410
972,19-Dec-18,KOL12018,Massager,KOL1981031,Cash,1000
973,19-Dec-18,KOL12018,"Saree,Duppatta",KOL1923082,Cash,2400
974,23-Dec-18,KOL12018,Handicraft,KOL1975284,Credit Card,3199
975,23-Dec-18,KOL12018,Saree,KOL1964337,Cash,2000
976,13-Dec-18,KOL12018,Garments,KOL1963203,Cash,3000
977,23-Dec-18,KOL12018,Garments,KOL1943245,Cash,1050
978,14-Dec-18,KOL12018,Air Cooler,KOL1832746,Cash,7010
979,14-Dec-18,KOL12018,healthacare products,KOL1903285,Cash,1200
980,23-Dec-18,KOL12018,Garments,KOL1967377,Credit Card,60000
981,23-Dec-18,KOL12018,Garments,KOL1962350,Cash,6000
982,24-Dec-18,KOL12018,Furniture,KOL1968003,Cash,5000
983,24-Dec-18,KOL12018,Furniture,KOL1971511,Cash,2000
984,22-Dec-18,KOL12018,Kitchen appliances,KOL1963203,Cash,400
985,25-Dec-18,KOL12018,Garments,KOL1933705,Cash,900
986,23-Dec-18,KOL12018,Crockery,KOL1965116,Cash,2000
987,22-Dec-18,KOL12018,Garments,KOL1913400,Cash,5000
988,22-Dec-18,KOL12018,Home Appliances,KOL1943245,Cash,1200
989,22-Dec-18,KOL12018,Salwar,KOL1180458,Cash,2250
990,22-Dec-18,KOL12018,Suits,KOL1981031,Credit Card,1000
991,24-Dec-18,KOL12018,Suits,KOL1180458,Cash,3000
992,15-Dec-18,KOL12018,Suits,KOL1903285,Credit Card,1200
993,25-Dec-18,KOL12018,Sofa cum bed,KOL1921562,Cash,5000
994,16-Dec-18,KOL12018,Mat/Chatai,KOL1975284,Cash,3000
995,15-Dec-18,KOL12018,Suits,KOL1978245,Credit Card,1400
996,15-Dec-18,KOL12018,Suits,KOL1930415,Cash,1500
997,25-Dec-18,KOL12018,Garments,KOL1968003,Cash,750
998,21-Dec-18,KOL12018,Garments,KOL1943446,Cash,3500
999,14-Dec-18,KOL12018,Suits,KOL1954382,Cash,4000
1000,17-Dec-18,KOL12018,Bag,KOL1943245,Cash,1700
1001,19-Dec-18,KOL12018,Bag,KOL1978245,Credit Card,2000
1002,19-Dec-18,KOL12018,Garments,KOL1956737,Cash,23000
1003,21-Dec-18,KOL12018,Jamdani Saree,KOL1927878,Cash,4400
1004,19-Dec-18,KOL12018,Suits,KOL1912745,Cash,3500
1005,24-Dec-18,KOL12018,Garments,KOL1963203,Cash,850
1006,22-Dec-18,KOL12018,Mattress,KOL1961511,Cash,6000
1007,22-Dec-18,KOL12018,Steam Irons,KOL1933705,Cash,2000
1008,13-Dec-18,KOL12018,Garments,KOL1928824,Cash,4700
1009,19-Dec-18,KOL12018,Massager,KOL1964615,Cash,1300
1010,19-Dec-18,KOL12018,Tea,KOL1963203,Cash,1000
1011,22-Dec-18,KOL12018,Saree,KOL1933741,Cash,570
1012,20-Dec-18,KOL12018,Flavored Drinks,KOL1965116,Cash,800
1013,24-Dec-18,KOL12018,Garments,KOL1924143,Cash,2500
1014,21-Dec-18,KOL12018,Garments,KOL1980638,Cash,750
1015,24-Dec-18,KOL12018,Jamdani Saree,KOL1965116,Cash,3000
1016,24-Dec-18,KOL12018,Jamdani Saree,KOL1964615,Cash,3000
1017,13-Dec-18,KOL12018,Steam Irons,KOL1930415,Cash,40000
1018,15-Dec-18,KOL12018,Jamdani Saree,KOL1963203,Cash,6000
1019,18-Dec-18,KOL12018,Furniture,KOL1964337,Cash,2000
1020,21-Dec-18,KOL12018,Bag,KOL1927878,Cash,2500
1021,24-Dec-18,KOL12018,Fruit Juices,KOL1980638,Cash,2100
1022,21-Dec-18,KOL12018,Garments,KOL1927341,Cash,2200
1023,21-Dec-18,KOL12018,milk powder,KOL1955234,Cash,6000
1024,24-Dec-18,KOL12018,kurti,KOL1978245,Cash,3400
1025,24-Dec-18,KOL12018,Saree,KOL1912745,Cash,2800
1026,22-Dec-18,KOL12018,Saree,KOL1914785,Cash,5500
1027,22-Dec-18,KOL12018,Suits,KOL1918667,Cash,8000
1028,15-Dec-18,KOL12018,Salwar,KOL1970555,Cash,5000
1029,23-Dec-18,KOL12018,Sofa cum bed,KOL1978245,Cash,1300
1030,23-Dec-18,KOL12018,Cloths,KOL1987732,Cash,5000
1031,23-Dec-18,KOL12018,Food Mixes,KOL1975284,Cash,800
1032,23-Dec-18,KOL12018,Garments,KOL1915184,Cash,20000
1033,23-Dec-18,KOL12018,Tea,KOL1908245,Cash,12500
1034,25-Dec-18,KOL12018,Garments,KOL1917451,Cash,3230
1035,25-Dec-18,KOL12018,Garments,KOL1972483,Cash,5700
1036,25-Dec-18,KOL12018,Garments,KOL1945606,Cash,400
1037,22-Dec-18,KOL12018,Garments,KOL1907888,Cash,6000
1038,25-Dec-18,KOL12018,Garments,KOL1930676,Cash,1800
1039,25-Dec-18,KOL12018,Salwar,KOL1978831,Cash,5000
1040,25-Dec-18,KOL12018,Attar,KOL1900575,Cash,1700
1041,25-Dec-18,KOL12018,Furniture,KOL1962716,Cash,7000
1042,25-Dec-18,KOL12018,"Garments,Accessories",KOL1944676,Cash,1400
1043,25-Dec-18,KOL12018,Steam Irons,KOL1903787,Cash,3100
1044,25-Dec-18,KOL12018,Steam Irons,KOL1958684,Credit Card,1200
1045,17-Dec-18,KOL12018,Garments,KOL1903285,Cash,2000
1046,24-Dec-18,KOL12018,Garments,KOL1965181,Cash,4500
1047,25-Dec-18,KOL12018,"Shawl,Scarf",KOL1945606,Cash,1950
1048,15-Dec-18,KOL12018,Air Cooler,KOL1953432,Credit Card,1600
1049,21-Dec-18,KOL12018,Garments,KOL1947727,Cash,2730
1050,19-Dec-18,KOL12018,Investment,KOL1908228,Cash,1750
1051,21-Dec-18,KOL12018,Suits,KOL1944676,Cash,900
1052,24-Dec-18,KOL12018,Jamdani Saree,KOL1941250,Cash,2500
1053,19-Dec-18,KOL12018,Suits,KOL1935713,Cash,3950
1054,25-Dec-18,KOL12018,Saffron,KOL1936247,Cash,6300
1055,25-Dec-18,KOL12018,Steam Irons,KOL1904243,Cash,6800
1056,20-Dec-18,KOL12018,Carpet,KOL1915126,Cash,600
1057,20-Dec-18,KOL12018,Suits,KOL1902832,Credit Card,6000
1058,22-Dec-18,KOL12018,handloom,KOL1903787,Cash,1100
1059,21-Dec-18,KOL12018,Mattress,KOL1921077,Cash,7800
1060,21-Dec-18,KOL12018,Wood  furniture,KOL1968586,Cash,1750
1061,25-Dec-18,KOL12018,Sofa cum bed,KOL1945037,Credit Card,8000
1062,22-Dec-18,KOL12018,Garments,KOL1934463,Cash,3500
1063,22-Dec-18,KOL12018,Garments,KOL1921662,Credit Card,8400
1064,24-Dec-18,KOL12018,Home Appliances,KOL1915126,Cash,2000
1065,24-Dec-18,KOL12018,Home Appliances,KOL1976705,Cash,6500
1066,24-Dec-18,KOL12018,Home Appliances,KOL1957868,Credit Card,6700
1067,24-Dec-18,KOL12018,Home Appliances,KOL1913080,Credit Card,5400
1068,24-Dec-18,KOL12018,Saree,KOL1930321,Cash,1300
1069,23-Dec-18,KOL12018,Garments,KOL1936488,Cash,3650
1070,15-Dec-18,KOL12018,Air Cooler,KOL1966345,Cash,1790
1071,15-Dec-18,KOL12018,Air Cooler,KOL1971727,Cash,750
1072,15-Dec-18,KOL12018,Crockery,KOL1930676,Cash,600
1073,15-Dec-18,KOL12018,Product Name dummy text,KOL1947727,Cash,1050
1074,14-Dec-18,KOL12018,healthacare products,KOL1961071,Credit Card,2800
1075,14-Dec-18,KOL12018,Suits,KOL1977116,Cash,5000
1076,20-Dec-18,KOL12018,Steam Irons,KOL1917451,Cash,2905
1077,20-Dec-18,KOL12018,Steam Irons,KOL1903285,Credit Card,1300
1078,20-Dec-18,KOL12018,Suits,KOL1915126,Cash,1500
1079,14-Dec-18,KOL12018,Garments,KOL1980278,Cash,2000
1080,14-Dec-18,KOL12018,Jamdani Saree,KOL1900575,Cash,2900
1081,23-Dec-18,KOL12018,Lamps,KOL1980653,Cash,15500
1082,15-Dec-18,KOL12018,jute bags,KOL1907066,Cash,2500
1083,14-Dec-18,KOL12018,jute bags,KOL1980278,Cash,480
1084,18-Dec-18,KOL12018,Mattress,KOL1930676,Cash,1800
1085,18-Dec-18,KOL12018,Garments,KOL1965181,Cash,1000
1086,17-Dec-18,KOL12018,"Decorative lights,artificial candle & lights",KOL1910870,Credit Card,3600
1087,17-Dec-18,KOL12018,Home Appliances,KOL1967203,Cash,51500
1088,17-Dec-18,KOL12018,Remote Covers,KOL1903512,Credit Card,1200
1089,15-Dec-18,KOL12018,Salwar,KOL1942327,Cash,3400
1090,14-Dec-18,KOL12018,Salwar,KOL1976031,Cash,19500
1091,23-Dec-18,KOL12018,Massager,KOL1951173,Cash,30000
1092,22-Dec-18,KOL12018,Garments,KOL1923716,Cash,5700
1093,15-Dec-18,KOL12018,Crockery,KOL1941463,Cash,7000
1094,25-Dec-18,KOL12018,Jamdani Saree,KOL1903787,Cash,5000
1095,25-Dec-18,KOL12018,Mattress,KOL1915126,Cash,1200
1096,25-Dec-18,KOL12018,shoe rack,KOL1926475,Cash,800
1097,23-Dec-18,KOL12018,Garments,KOL1973008,Cash,5500
1098,20-Dec-18,KOL12018,Garments,KOL1973764,Credit Card,1500
1099,20-Dec-18,KOL12018,Garments,KOL1911612,Cash,20000
1100,24-Dec-18,KOL12018,Jamdani Saree,KOL1912201,Cash,800
1101,21-Dec-18,KOL12018,Saree,VIS1927164,Net Banking,700
1102,20-Dec-18,KOL12018,Garments,KOL1965181,Credit Card,1550
1103,20-Dec-18,KOL12018,Suits,KOL1987848,Credit Card,4000
1104,21-Dec-18,KOL12018,Garments,KOL1944676,Cash,3400
1105,21-Dec-18,KOL12018,Suits,KOL1955072,Cash,2000
1106,21-Dec-18,KOL12018,Wallet,KOL1932002,Credit Card,6500
1107,22-Dec-18,KOL12018,Jamdani Saree,KOL1900575,Cash,780
1108,24-Dec-18,KOL12018,Furniture,KOL1953205,Cash,7500
1109,23-Dec-18,KOL12018,gym products,KOL1921763,Cash,6000
1110,23-Dec-18,KOL12018,gym products,KOL1920634,Cash,2500
1111,15-Dec-18,KOL12018,Home Appliances,KOL1908228,Cash,2500
1112,13-Dec-18,KOL12018,Home Appliances,KOL1985838,Cash,9000
1113,23-Dec-18,KOL12018,Jamdani Saree,KOL1934463,Cash,2000
1114,13-Dec-18,KOL12018,Jamdani Saree,KOL1926351,Cash,6300
1115,13-Dec-18,KOL12018,Jamdani Saree,KOL1932002,Cash,1580
1116,23-Dec-18,KOL12018,Home Appliances,KOL1945606,Cash,750
1117,17-Dec-18,KOL12018,wall hanging,KOL1901155,Credit Card,2000
1118,18-Dec-18,KOL12018,Carpet,KOL1978831,Cash,8190
1119,22-Dec-18,KOL12018,Jamdani Saree,KOL1941830,Credit Card,4000
1120,23-Dec-18,KOL12018,Bedsheet,KOL1951507,Credit Card,9000
1121,23-Dec-18,KOL12018,Home Appliances,KOL1961440,Cash,5700
1122,18-Dec-18,KOL12018,Suits,KOL1941250,Cash,1240
1123,17-Dec-18,KOL12018,Bag,KOL1938654,Cash,20000
1124,18-Dec-18,KOL12018,Refrigerator,KOL1931637,Cash,4300
1125,18-Dec-18,KOL12018,Suits,KOL1907833,Cash,5475
1126,24-Dec-18,KOL12018,Garments,KOL1941250,Cash,1500
1127,24-Dec-18,KOL12018,Suits,KOL1935305,Cash,21000
1128,25-Dec-18,KOL12018,kurti,KOL1928161,Cash,6000
1129,24-Dec-18,KOL12018,Jamdani Saree,VIS1927164,Credit Card,3500
1130,17-Dec-18,KOL12018,Jamdani Saree,KOL1920634,Cash,3700
1131,25-Dec-18,KOL12018,Electric Tandoor,KOL1943730,Credit Card,1600
1132,21-Dec-18,KOL12018,Flavored Drinks,KOL1956651,Credit Card,10000
1133,24-Dec-18,KOL12018,Suits,KOL1927754,Cash,5100
1134,13-Dec-18,KOL12018,Carpet,KOL1927878,Cash,3200
1135,24-Dec-18,KOL12018,Garments,KOL1935512,Cash,1500
1136,25-Dec-18,KOL12018,Cloths,KOL1956651,Credit Card,1500
1137,15-Dec-18,KOL12018,Product Name dummy text,KOL1926475,Credit Card,1500
1138,17-Dec-18,KOL12018,Carpet,KOL1916175,Cash,6000
1139,17-Dec-18,KOL12018,Jamdani Saree,KOL1964541,Cash,3500
1140,17-Dec-18,KOL12018,kurti,KOL1941880,Cash,5400
1141,17-Dec-18,KOL12018,Wallet,KOL1920634,Cash,5000
1142,22-Dec-18,KOL12018,Massager,KOL1983116,Credit Card,5000
1143,22-Dec-18,KOL12018,Suits,KOL1910207,Cash,1800
1144,15-Dec-18,KOL12018,Jamdani Saree,KOL1923763,Credit Card,700
1145,22-Dec-18,KOL12018,Suits,KOL1918361,Cash,13300
1146,15-Dec-18,KOL12018,Fruit Juices,KOL1903285,Cash,500
1147,15-Dec-18,KOL12018,Suits,KOL1986105,Cash,4600
1148,22-Dec-18,KOL12018,Garments,KOL1913475,Cash,4356
1149,18-Dec-18,KOL12018,Suits,KOL1985813,Credit Card,4000
1150,17-Dec-18,KOL12018,Suits,KOL1915126,Cash,1400
1151,21-Dec-18,KOL12018,Garments,KOL1938176,Cash,2300
1152,23-Dec-18,KOL12018,Mattress,KOL1935713,Cash,600
1153,22-Dec-18,KOL12018,Garments,KOL1921821,Cash,5500
1154,22-Dec-18,KOL12018,kurti,KOL1953363,Net Banking,1800
1155,19-Dec-18,KOL12018,Bag,KOL1962006,Cash,5600
1156,19-Dec-18,KOL12018,Garments,KOL1933765,Credit Card,5800
1157,19-Dec-18,KOL12018,kurti,KOL1978831,Cash,1000
1158,13-Dec-18,KOL12018,Saree,KOL1985813,Cash,1100
1159,22-Dec-18,KOL12018,Suits,KOL1932257,Credit Card,5000
